message,is_toxic,Perspective_Class,DPCNN,Strudel,Hate_Speech,Keita_Kurita,bagofcommunities
uncuddle these dicts too,0,1,0,1,0,0,1
download_manager_delegate_ = nullptr;,0,1,0,1,0,0,1
loop_ = nullptr;,0,1,0,1,0,0,1
borderType=cv2,0,1,0,1,0,0,1
use shutil.rmtree,0,1,0,1,0,0,0
use shutil.rmtree,0,1,0,1,0,0,0
DEPLOY=test_importer,0,1,0,1,0,0,1
borderType=cv2...,0,1,0,1,0,0,1
borderType=cv2...,0,1,0,1,0,0,1
remove vdec_vp9_inst.work_buf.sf_ref_buf,0,1,0,1,0,0,1
tegra_grhost_aperture = tegra_fb_start = mem_start;,0,1,0,1,0,0,1
Replace all ASSERT_EQ with EXPECT_EQ,0,1,0,1,0,0,1
use cros_build_lib.GetSysroot,0,1,0,1,0,0,0
use cros_build_lib.GetSysroot,0,1,0,1,0,0,0
use cros_build_lib.GetSysroot,0,1,0,1,0,0,0
SGTM! PTAL.,0,1,0,1,0,0,1
"I would call this ""iommu"":
 
  struct rk_iommu *iommu;",0,1,0,1,0,0,1
Alphabetized dbus client initialization.,0,1,0,1,0,0,1
RuntimeEnabled=ContactsManager,0,1,0,1,0,0,1
Yes. I will do it in the patch that refactors StateManager11.cpp where mSamplerMetadata*S will be put into a ShaderMap.,0,1,0,1,0,0,0
Let's jsdoc both _selectedContext and _handlers,0,1,0,1,0,0,1
"Consider
 
  const createApp = app_management.FakePageHandler.createApp;",0,1,0,1,0,0,1
Let's extract the array of object to a DisplayInfo class.,0,1,0,1,0,0,1
RenderFrameHost* const render_frame_host_;,0,1,0,1,0,0,1
items_shown_ = items_;,0,1,0,1,0,0,1
"this should read:
 
  $(CXX) $(CPPFLAGS) $(CXXFLAGS) -c -o $@ $<",0,1,0,1,0,0,1
put a newline above src_configure,0,1,0,1,0,0,1
errno = ENOMEM;,0,1,0,1,0,0,1
errno = ENOMEM;,0,1,0,1,0,0,1
Seems reasonable. Should be !discovery_suspended || !system_suspend_in_progress,0,1,0,1,0,0,1
This div should be a child of #appearanceSettingsPrimary,0,1,0,1,0,0,1
host__hostname=self.hostname,0,1,0,1,0,0,1
This is subclass of power_test.power_Test,0,1,0,1,0,0,1
"Yes, addr_create_input.chipFamily = FAMILY_CZ;",0,1,0,1,0,0,0
base64.RawStdEncoding.EncodeToString,0,1,0,1,0,0,1
skip_test_payloads=... should be dropped entirely; the skip_test_payloads should actually be named disable_tests.,0,1,0,1,0,0,1
"I think I like the idea. And while you are at it, try killing dbus-c++-1. I suspect this should not be needed by libchromeos.",0,1,0,1,0,0,1
"Same here, we will use tcp_socket.mojom.h instead of tcp_connected_socket.h",0,1,0,1,0,0,1
Use utils.StartDaemonThread,0,1,0,1,0,0,0
"Should we write-protect here?
 
  STM32_RTC_WPR = 0xff",0,1,0,1,0,0,1
max_bin_count = 0;,0,1,0,1,0,0,1
fan_is_suspended = 0;,0,1,0,1,0,0,1
Use vp9_nuq_doff[QUANT_PROFILES][COEF_BANDS],0,1,0,1,0,0,0
sshlink.__class__.__name__,0,1,0,1,0,0,1
use commandline.OptionParser.,0,1,0,1,0,0,0
"Could you make this an enum? Something like
 ```
 enum class ParseURLOriginRestrictions {
  kNoRestrictions = 0,
  kSameOriginOnly,
 };
 ```",0,1,0,1,0,0,0
use osutils.SafeMakedirs,0,1,0,1,0,0,0
"just use the side_effect?
 lock_to_use.side_effect = self._lock",0,1,0,1,0,0,1
"LDFLAGS should always be before the objects and libs. you should also add CFLAGS while you're here.
 
  $(CC) $(CFLAGS) $(LDFLAGS) -o $@ $(obj-cm) $(LIBS)",0,1,0,1,0,0,0
NIT: Make this into constexpr offset_t kWidth = 2U;.,0,1,0,1,0,0,1
You should also run KernelCrashServer autotest,0,1,0,1,0,0,1
"PidTid pidtid = std::make_pair(pid, tid);",0,1,0,1,0,0,1
This should porbably happen only after you initialize mTabbedActivityCount?,0,1,0,1,0,0,1
cbmem_console_p = &preram_cbmem_console;,0,1,0,1,0,0,1
sensitive_fields=sensitive_fields,0,1,0,1,0,0,1
"spacing is off, but we're going to kill this ebuild, so i won't sweat it",0,1,0,1,0,1,1
We should probably extract those helpers in the relevant _unittest.py files,0,1,0,1,0,0,1
"TestRunner.cssModel
 TestRunner.debuggerModel",0,1,0,1,0,0,1
You havenâ€™t initialized run_at_load. Whatâ€™s its value here? (Are you sure?),0,1,0,1,0,0,1
string serving_operator_code = serving_operator_.GetCode();,0,1,0,1,0,0,1
Group this with the other CONFIG_BATTERY_* CONFIGs.,0,1,0,1,0,0,1
"LocalDOMWindow is a subclass of DOMWindow, so it's obvious that local_dom_window.h includes dom_window.h . I'm fine with this include though.",0,1,0,1,0,0,1
"job_labels = job_labels.lstrip(',')",0,1,0,1,0,0,1
For z_size_t you should need only zconf.h.,0,1,0,1,0,0,1
tar_mock = self.PatchObject. etc etc,0,1,0,1,0,0,1
"Yeah, if you move
 
  pid_ = pid;
 
 to this line and use pid instead of pid_ in your ptrace() call above, you can get rid of attached_ entirely.",0,1,0,1,0,0,1
"I'm not so sure this flush_work matters... 
 
 There is no lock around the entire lut[], so this flush_work just protects against a ""partial update"" of a single lut entry ... 
 
 and a single lut entry is probably atomic since it is just a u32.",0,1,0,1,0,0,1
"use $(tc-getCC) from the toolchain-funcs eclass
 
 you need to also pass in ${CPPFLAGS} and ${LDFLAGS}
 
 you should line wrap this command so it's one arg per line
 
 put `|| die` at the end of the command",0,1,0,1,0,0,1
uint8_t* ptemp_src = ...,0,1,0,1,0,0,1
"you can initialize them here
 
 MockImageManager* mock_thumbnail_manager_ = nullptr;",0,1,0,1,0,0,1
missing a FORMAT_ARG= initialization,0,1,0,1,0,0,1
OperatorTest = FactoryTest,0,1,0,1,0,0,1
should this die if args are passed ? i imagine people running `sanity_test.py --help`.,0,1,0,1,0,0,1
You canâ€™t use this variable without including crashpad_dependencies.gypi.,0,1,0,1,0,0,1
i2c20 = &i2c_tunnel;,0,1,0,1,0,0,1
UIDevToolsDOMAgent* const dom_agent_;,0,1,0,1,0,0,1
These printks are missing the KERN_* prefix. Probably want KERN_INFO for the first and KERN_WARN for the second.,0,1,0,1,0,0,1
Get rid of |perf_command_line|,0,1,0,1,0,0,1
dri_format= __DRI_IMAGE_FORMAT_ARGB8888;,0,1,0,1,0,0,1
"Oh, whoops, max_addr should be a uint64_t.",0,1,0,1,0,0,0
ec_timeout_usec = old_timeout;,0,1,0,1,0,0,1
"Remove kDefaultScreenCastAspectRatio , which should no longer be needed.",0,1,0,1,0,0,1
boardType=cv2....,0,1,0,1,0,0,1
"initialize to nullptr
 
 DISALLOW_COPY_AND_ASSIGN",0,1,0,1,0,0,1
tegra_grhost_aperture = tegra_fb2_start = mem_start;,0,1,0,1,0,0,1
Co*n*verts,0,1,0,1,0,1,1
You should initialize these booleans to a default value.,0,1,0,1,0,0,1
kMaxValue = INVALID_URL,0,1,0,1,0,0,1
format_string=DEFAULT_FORMAT_STRING,0,1,0,1,0,0,1
kMaxValue = BOTTOM_RIGHT,0,1,0,1,0,0,1
Don't we want to dump the log *after* we kill the devserver? (just in case it printed something useful before it died),0,1,0,1,0,0,1
you prob want to add `|| die` after all these sed statements,0,1,1,1,0,0,0
"Not for this CL: Do we care about SmtpServer anymore?
 Should we just drop it and kill this TestCase?",0,1,0,1,0,0,1
"indentation is off. you prob want to wrap all the args.
 
  userOptions = nassh.CommandInstance.tokenizeOptions(
  params.nasshUserOptions, params.hostname);",0,1,0,1,0,0,0
"nit: 
  CURLMsg* curl_msg = curl_multi_info_read(curl_multi_handle_, &msgs_in_queue);",0,1,0,1,0,0,1
"I think want you descriptors.h too, and can git rid of content_descriptors.h below",0,1,0,1,0,0,1
use `udev_dorules` instead of insinto+doins,0,1,0,1,0,0,1
"hard killing the pid group regardless of cgroups would probably be good. at least with cros_sdk, each one is in a unique pid ns.",0,1,0,1,0,0,1
"Adding printout in board_customize_install.sh, where we will know if we overrode anything",0,1,0,1,0,0,0
add blank line after,0,0,0,0,0,0,0
"Right, this is needed to remove ThreadChecker on DCHECK-disabled build.",0,1,0,1,0,0,1
use cros_build_lib_unittest.RunCommandTestCase instead of cors_test_lib.TestCase,0,1,0,1,0,0,1
"max_response=_SHADING...
 max_shading_ratio=_SHADING...",0,1,0,1,0,0,1
"nit: CamelCase here and below, only trivial accessors get to be underscore_delimited in Chromium.",0,1,0,1,0,0,1
put this between host9 and host12,0,1,0,1,0,0,1
I suggest getting rid of all re-entrancy to public methods. Ex. create LoadKeyInternal with no locking and keep locking very simple as the first statement in all public methods.,0,1,0,1,0,0,1
Use browser_ and nuke this function.,0,1,0,1,0,0,1
"nit: non-nullable, ie !OobeTypes.LanguageDsc",0,1,0,1,0,0,1
"this will call `die` when USE=-cros_embedded. omit the die, or put it in an `if` block, or use {...}.",0,1,0,1,0,0,0
"Correct, they should be removed",0,1,0,1,0,0,1
"nit: is this death-worthy? since it's in a tempdir, i'd just say `rm -f` and remove the `|| die`.",0,1,1,1,0,0,1
put a newline below the EAPI,0,1,0,1,0,0,1
build_toolchain $FLAGS_toolchain,0,1,0,1,0,0,1
DCHECK != kOnDemand,0,1,0,1,0,0,1
indention off,0,1,0,1,0,0,1
indention off,0,1,0,1,0,0,1
substr should be splice,0,1,0,1,0,0,1
bool g_crostini_ui_allowed_for_testing = false;,0,1,0,1,0,0,1
huge nit: please insert a space after the colon.,0,1,0,1,0,0,1
"killing stdout makes sense, but not stderr (since that is only `die`) output, so drop the ""&""",0,1,0,1,0,0,1
"Lets lump all of these together (I don't expect you to know this off the top of your head it is quite buried):
 
 data ={'job__id__in': self._jobs}
 
 self._afe.run('abort_host_queue_entries', **data)",0,1,0,1,0,0,1
"Do we really need this, given that the script expect to be executed with cwd=chromium/src",0,1,0,1,0,0,1
bool jump_detected = ...,0,1,0,1,0,0,1
"then you do:
 
  time ""${BUILDCMD[@]}"" ""${BUILD_TARGETS[@]}"" || die",0,1,1,1,0,0,1
.clear_hpd = &ps8751_tcpc_clear_hpd_status,0,1,0,1,0,0,1
should probably put body += n here also instead of below,0,1,0,1,0,0,1
Use process_utils.Spawn,0,1,0,1,0,0,0
#endif /* LIBQMI_QMIDEV_MOCK_H */,0,1,0,1,0,0,1
#endif /* CONFIG_LID_ANGLE_TABLET_MODE */,0,1,0,1,0,0,1
probably want `|| die` at the end,0,1,0,1,0,0,1
nit: put this with the other clk_ops structs below,0,1,0,1,0,0,1
"Is it necessary to kill chapsd? Since you're not logged in, the only token should be /tmp/chaps -- could you just unload /tmp/chaps? Or, an alternative to pkill that seems cleaner is to ask init to restart it, e.g. `initctl restart chapsd`.",0,1,0,1,0,0,1
all raw `cp` calls need `|| die` at the end. or use doins.,0,1,0,1,0,0,1
"you can probably write:
 
  src_unpack() {
  default
  unpack ./*/SourceCode/starcupsdrv-src-${PV}.tar.gz
  mv xxx yyy || die
  }",0,1,0,1,0,0,0
frame_sink_manager_ is a MojoFrameSinkManager. I have renamed it to mojo_frame_sink_manager_.,0,1,0,1,0,0,1
readw is uint16_t*.,0,1,0,1,0,0,1
readw is uint16_t*.,0,1,0,1,0,0,1
readw is uint16_t*.,0,1,0,1,0,0,1
readw is uint16_t*.,0,1,0,1,0,0,1
please add `|| die' in the end of the line,0,1,0,1,0,0,0
"That's memset, memcpy is
 
 CreateMemCpy (Value *Dst, Value *Src, Value *Size, unsigned Align, bool isVolatile=false, MDNode *TBAATag=nullptr, MDNode *TBAAStructTag=nullptr, MDNode *ScopeTag=nullptr, MDNode *NoAliasTag=nullptr)",0,1,0,1,0,0,1
style nit: ec_cb *ec_unused,0,1,0,1,0,0,0
bool has_responded_ = false;,0,1,0,1,0,0,1
bool is_main_frame = false;,0,1,0,1,0,0,1
const struct edid *edid,0,1,0,1,0,0,1
const struct edid *edid,0,1,0,1,0,0,1
delete all of this src_unpack and replace with S=${WORKDIR},0,1,0,1,0,0,1
"Pythonic, reduce indent by removing elses",0,1,0,1,0,0,1
drop this -- the libchrome ebuild eclass it,0,1,0,1,0,0,1
"Seems use Unretained(this) should be ok, media_thread_ will be destroyed first.",0,1,0,1,0,0,1
Why don't you hook BATTERY_SOC_CHANGE and CHIPSET_SHUTDOWN? HOOK_SECOND lasts forever.,0,1,0,1,0,0,1
Please get the retval from the keyvals dict.,0,1,0,1,0,0,1
"Should you also re-initialize this?
 
  bool mixer_error_ = false;",0,1,0,1,0,0,1
"You updated sp.edid_blocks above, so I think you should re-run the checksum anyway, and get rid of sp.read_edid_flag.",0,1,0,1,0,0,1
VERSION_PREFIX + self._build,0,1,0,1,0,0,1
Can these be private?,0,0,0,0,0,0,1
VERSION_PREFIX + self._build,0,1,0,1,0,0,1
VERSION_PREFIX + self._build,0,1,0,1,0,0,1
"#undef __
 #undef QUICK_ENTRY_POINT",0,1,0,1,0,0,0
what linter are you using ? you should be using `cros lint`.,0,1,0,1,0,0,0
"use shutil.copytree, symlinks=False",0,1,0,1,0,0,1
I killed SDRAM from here for now. We can put it back in when needed.,0,1,0,1,0,0,1
Done. Typedef a MigrateCardsCallback.,0,1,0,1,0,0,0
"..
  short support_semi_mt; // bool
  short is_button_pad; // bool",0,1,0,1,0,0,1
Should initialize |capability_| = NULL here,0,1,0,1,0,0,1
"maybe
 state_.data[slot].alloc.trace_addr = null
 state_.data[slot].alloc.trace_len = 0",0,1,0,1,0,0,1
"Also need sigkill to all domains for kill(-pid, SIGKILL)",0,1,0,1,0,0,1
Empty __init__.py,0,1,0,1,0,0,1
"And here, you could use ""ps -ewLo pid,lwp,comm""",0,1,0,1,0,0,0
"#ifdef HAVE_DISPLAY
  display_clear()
 #endif",0,1,0,1,0,0,1
Should this be a WebContentsObserver? The WebContents could die between calling GetWebApplicationInfo and OnDidGetWebApplicationInfo.,0,1,0,1,0,0,1
SceneResult.ERROR_TIMEOUT,0,1,0,1,0,0,1
:O SFINAE!!! *shakes fist*.,0,1,0,1,0,0,0
this should probably be mChildWindow != nullptr,0,1,0,1,0,0,1
"No need for a loop:
 
  find ""${path}"" -type f -exec shred -n 3 -z --remove=wipe {} \;
 
 In any case, I'm not sure how useful this is. shred is supposed to be run on entire disks or disk partitions. On newer disks with enough free space the disk controller might simply write the new contents to a different physical block and lazily garbage collect the old block, which would still have the old data on it.
 
 You probably want secure_erase_file instead: https://chromium.googlesource.com/chromiumos/platform2/+/master/secure_erase_file",0,1,0,1,0,0,1
can a PID be 0?,0,1,0,1,0,0,1
"Nitpick 2: the operator should be const.
 Nitpick 3: the 'inline' keyword is useless.",0,1,0,1,0,0,1
Remove waitable_event.h not needed anymore.,0,1,0,1,0,0,1
"It could take up to two frames to load lut because of need to wait for vblank when disabling/enabling lut.
 So every load lut would block for two frames. Thats why I want to use a worker.",0,1,0,1,0,0,0
another isEmpty vs null mixup,0,1,0,1,0,0,1
"Right, useless here.",0,1,0,1,0,0,1
chown chronos $SWAP_FIELD_TRIAL_FORCED $SWAP_ENABLE_FILE,0,1,0,1,0,0,1
"Get rid of BITS_IN_BYTE. You can do DIV_ROUND_UP(add_out.pixelBits, 8) instead.",0,1,0,1,0,0,1
".destroy = drm_plane_cleanup,",0,1,0,1,0,0,1
Nit: f = 0,0,1,0,1,0,0,1
these ident vars need to be declared local,0,1,0,1,0,0,1
"OnAssetsLoadedCallback is a OnceCallback. It gets consumed by the function like an std::unique_ptr. So, it needs to be mutable.",0,1,0,1,0,0,1
"I'd opt for making Entry:
 struct Entry {
  union { ... } Value;
  BaseType Type;
 }
 And then killing mTypes.",0,1,0,1,0,0,1
"Please keep these double **.
 They begin a doxygen comment.",0,1,0,1,0,0,0
max_days != 0,0,1,0,1,0,0,1
partial_result != 0,0,1,0,1,0,0,1
Want to get rid of #ifdef CONFIG_X86 everywhere,0,1,0,1,0,0,1
Done,0,0,0,0,0,0,0
die?,0,1,1,1,0,1,1
"put the die on cros_config_host_py itself
 
  (cros_config_host_py ""${cmd}"" || die) |",0,1,0,1,0,0,1
Please put this between host7 and host11,0,1,0,1,0,0,1
This line should probably be added by Gerrit #41431 instead -- it's related to that and that commit is in this git.,0,1,0,1,0,0,1
"Merge MTK_STATE_ERROR to MTK_STATE_ABORT. The comment in line 99 should become ""vcodec should be aborted"".",0,1,0,1,0,0,1
and then you can just assign max_builds = self._options.max_archive_builds,0,1,0,1,0,0,1
#ifdef CONFIG_MTK_IOMMU,0,1,0,1,0,0,1
#ifdef CONFIG_DRM_MEDIATEK_FBDEV,0,1,0,1,0,0,1
want_g3_exit = 0;,0,1,0,1,0,0,1
"Could mReadFramebuffer be null here if we do the following:
  - Somehow dirty READ_FRAMEBUFFER
  - setReadFramebufferBinding(nullptr)
  - syncDirtyObjects()",0,1,0,1,0,0,1
"As discussed, it would be great if we could persuade them to kill this.",0,1,0,1,0,0,0
bool session_adopted_ = false;,0,1,0,1,0,0,1
there's only a handful of users. https://cs.corp.google.com/#search/&q=(?-i)%5CbCOMPILE_TIME_ASSERT%20pcre:yes&sq=package:%5Eandroid$&type=cs&m=100&sort=1 switch them to static_assert and kill the cruft?,0,1,0,1,0,0,1
"am I right that the idea is to turn it into
 logger -t ""${script_name}[${pid}]"" ""$@""",0,1,0,1,0,0,1
use PLOG instead of parsing errno yourself,0,1,0,1,0,0,1
Use GradleGroovyFile.getNamedArgumentValues.,0,1,0,1,0,0,0
"s/sync_timeline_destory/sync_timeline_destroy
 s/destory/destroy",0,1,0,1,0,0,1
Remove wait_for_state_idle_init and wait_for_state_ready_init,0,1,0,1,0,0,1
"rmove your id, as it will be owner.",0,1,0,1,0,0,1
You are missing a current_id = id;,0,1,0,1,0,0,1
Ack,0,0,0,0,0,0,1
typo: *S*TM32L,0,1,0,1,0,1,1
nit: ArcBluetoothBridge* const bluetooth_bridge_;,0,1,0,1,0,0,1
Should this kill the renderer process for sending a BadMessage?,0,1,0,1,0,0,1
"nit: die(""Impossible bus width!"");",0,1,0,1,0,0,1
ALIGN8 to ALIGN128 are unused. Remove them.,0,1,0,1,0,0,1
"I'm dumb, and this actually was being done in copy_remote_dir_local, except with a bug (basename on rpath instead of lpath). I didn't notice what was going on because I was pulling directly into the adb source directory, which already has a test subdirectory.
 
 Removed this, and replaced it with a proper fix.",0,1,1,1,0,1,1
Put it inside #ifdef SUPPORT_CHECKSUM,0,1,0,1,0,0,1
